	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
1231	Dodgeball: A True Underdog Story	https://www.imdb.com/title/tt0364725/	2004	M18	['Comedy', ' Sport']	92.0	55.0	6.7	A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.	Rawson Marshall Thurber	['Ben Stiller', 'Christine Taylor', 'Vince Vaughn', 'Rip Torn']	256103.0	114330000.0	https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_UY209_CR0,0,140,209_AL_.jpg
1232	Kill Bill: Vol. 2	https://www.imdb.com/title/tt0378194/	2004	M18	['Action', ' Crime', ' Thriller']	137.0	83.0	8.0	The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.	Quentin Tarantino	['Uma Thurman', 'David Carradine', 'Michael Madsen', 'Daryl Hannah']	769291.0	66209999.99999999	https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg
1233	The Perfect Score	https://www.imdb.com/title/tt0314498/	2004	PG	['Comedy', ' Crime', ' Drama']	93.0	35.0	5.6	Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.	Brian Robbins	['Scarlett Johansson', 'Erika Christensen', 'Chris Evans', 'Leonardo Nam']	25667.0	10390000.0	https://m.media-amazon.com/images/M/MV5BMjg5NzU4NTQzNV5BMl5BanBnXkFtZTYwMDMzNjU3._V1_UY209_CR0,0,140,209_AL_.jpg
1234	50 First Dates	https://www.imdb.com/title/tt0343660/	2004	PG	['Comedy', ' Drama', ' Romance']	99.0	48.0	6.8	Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.	Peter Segal	['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Sean Astin']	363875.0	120910000.0	https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_UY209_CR0,0,140,209_AL_.jpg
1235	Lilo & Stitch	https://www.imdb.com/title/tt0275847/	2002	G	['Animation', ' Adventure', ' Comedy']	85.0	73.0	7.3	A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.	Dean DeBlois	['Chris Sanders', 'Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']	197331.0	145790000.0	https://m.media-amazon.com/images/M/MV5BMTkwOTU5MTA2M15BMl5BanBnXkFtZTYwMjYyNTc3._V1_UY209_CR0,0,140,209_AL_.jpg
1236	Matchstick Men	https://www.imdb.com/title/tt0325805/	2003	PG	['Comedy', ' Crime', ' Drama']	116.0	61.0	7.3	A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.	Ridley Scott	['Nicolas Cage', 'Alison Lohman', 'Sam Rockwell', 'Bruce Altman']	133737.0	36910000.0	https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_UY209_CR0,0,140,209_AL_.jpg
1237	Mean Machine	https://www.imdb.com/title/tt0291341/	2001	NC16	['Comedy', ' Crime', ' Drama']	99.0	45.0	6.4	A football star jailed for assault leads a group of inmates in a match against prison guards.	Barry Skolnick	['Vinnie Jones', 'David Kelly', 'David Hemmings', 'Ralph Brown']	40465.0	90000.0	https://m.media-amazon.com/images/M/MV5BN2ZjMzEwYjEtN2QzNi00MmY1LTk1OTQtZWZjZDg1NGVmMWRmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR4,0,140,209_AL_.jpg
1238	K-19: The Widowmaker	https://www.imdb.com/title/tt0267626/	2002	PG	['Drama', ' History', ' Thriller']	138.0	58.0	6.7	When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.	Kathryn Bigelow	['Harrison Ford', 'Sam Spruell', 'Peter Stebbings', 'Christian Camargo']	64892.0	35170000.0	https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1239	Stuck on You	https://www.imdb.com/title/tt0338466/	2003	NC16	['Comedy']	118.0	62.0	5.8	Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.	Bobby Farrelly	['Peter Farrelly', 'Matt Damon', 'Greg Kinnear', 'Eva Mendes', 'Cher']	54053.0	33830000.0	https://m.media-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
1240	King Arthur	https://www.imdb.com/title/tt0349683/	2004	PG	['Action', ' Adventure', ' Drama']	126.0	46.0	6.3	A demystified take on the tale of King Arthur and the Knights of the Round Table.	Antoine Fuqua	['Clive Owen', 'Stephen Dillane', 'Keira Knightley', 'Ioan Gruffudd']	171094.0	51880000.0	https://m.media-amazon.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
1241	Unfaithful	https://www.imdb.com/title/tt0250797/	2002	R(A)	['Drama', ' Romance', ' Thriller']	124.0	63.0	6.7	A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.	Adrian Lyne	['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan']	92214.0	52800000.0	https://m.media-amazon.com/images/M/MV5BNWRkOTdjMjktZTViMy00ZTgyLTg3NzktODdiZDk1YTExOGFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1242	Zoolander	https://www.imdb.com/title/tt0196229/	2001	(Banned)	['Comedy']	90.0	61.0	6.5	At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.	Ben Stiller	['Ben Stiller', 'Owen Wilson', 'Christine Taylor', 'Will Ferrell']	279537.0	45170000.0	https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
1243	Napoleon Dynamite	https://www.imdb.com/title/tt0374900/	2004	PG	['Comedy']	96.0	64.0	6.9	A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.	Jared Hess	['Jon Heder', 'Efren Ramirez', 'Jon Gries', 'Aaron Ruell']	226077.0	44540000.0	https://m.media-amazon.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_UX140_CR0,0,140,209_AL_.jpg
1244	Mean Girls	https://www.imdb.com/title/tt0377092/	2004	NC16	['Comedy']	97.0	66.0	7.1	Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.	Mark Waters	['Lindsay Lohan', 'Jonathan Bennett', 'Rachel McAdams', 'Tina Fey']	395490.0	86060000.0	https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_UY209_CR4,0,140,209_AL_.jpg
1245	Freaky Friday	https://www.imdb.com/title/tt0322330/	2003	PG	['Comedy', ' Family', ' Fantasy']	97.0	70.0	6.3	An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.	Mark Waters	['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould']	143559.0	110230000.0	https://m.media-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1246	The Machinist	https://www.imdb.com/title/tt0361862/	2004	NC16	['Drama', ' Thriller']	101.0	61.0	7.7	An industrial worker who hasn't slept in a year begins to doubt his own sanity.	Brad Anderson	['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']	398583.0	1080000.0	https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY209_CR0,0,140,209_AL_.jpg
1247	The Hole	https://www.imdb.com/title/tt0242527/	2001	Unrated	['Drama', ' Mystery', ' Thriller']	102.0	60.53288543140028	6.2	Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.	Nick Hamm	['Thora Birch', 'Desmond Harrington', 'Daniel Brocklebank', 'Laurence Fox']	47276.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BNjAyNTUyN2QtZDYzNC00MWQwLTk4MWQtYzc3OTQ2ZTFkMDQzL2ltYWdlXkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_UY209_CR3,0,140,209_AL_.jpg
1248	Panic Room	https://www.imdb.com/title/tt0258000/	2002	M18	['Crime', ' Drama', ' Thriller']	112.0	65.0	6.8	A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room when three men break-in, searching for a missing fortune.	David Fincher	['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Dwight Yoakam']	285084.0	96400000.0	https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg
1249	Joy Ride	https://www.imdb.com/title/tt0206314/	2001	NC16	['Action', ' Mystery', ' Thriller']	97.0	75.0	6.6	Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.	John Dahl	['Steve Zahn', 'Paul Walker', 'Leelee Sobieski', 'Jessica Bowman']	71943.0	21970000.0	https://m.media-amazon.com/images/M/MV5BMWQwOTUwOWYtMjJjYy00Yjg3LThhZTktZmMwN2NmMmMxZTUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1250	Two Weeks Notice	https://www.imdb.com/title/tt0313737/	2002	PG	['Comedy', ' Romance']	101.0	42.0	6.1	A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.	Marc Lawrence	['Sandra Bullock', 'Hugh Grant', 'Alicia Witt', 'Dana Ivey']	121321.0	93350000.0	https://m.media-amazon.com/images/M/MV5BYTg4N2M2ODItZjVjMy00YTljLTllNjUtYzY4ZTE2MTI2M2RhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX140_CR0,0,140,209_AL_.jpg
1251	Scooby-Doo	https://www.imdb.com/title/tt0267913/	2002	PG	['Adventure', ' Comedy', ' Family']	89.0	35.0	5.2	After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.	Raja Gosnell	['Matthew Lillard', 'Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Linda Cardellini']	117856.0	153290000.0	https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_UY209_CR0,0,140,209_AL_.jpg
1252	Lucía y el sexo	https://www.imdb.com/title/tt0254455/	2001	R	['Drama', ' Romance']	128.0	65.0	7.0	Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.	Julio Medem	['Paz Vega', 'Tristán Ulloa', 'Najwa Nimri', 'Elena Anaya']	37622.0	1490000.0	https://m.media-amazon.com/images/M/MV5BYzUwMmU0ZTctOTg2OS00ZGJiLTkwYjMtMGYwN2Y0MmE4ZTZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR10,0,140,209_AL_.jpg
1253	Red Dragon	https://www.imdb.com/title/tt0289765/	2002	NC16	['Crime', ' Drama', ' Thriller']	124.0	60.0	7.2	"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter."	Brett Ratner	['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes', 'Harvey Keitel']	279437.0	93150000.0	https://m.media-amazon.com/images/M/MV5BOTAwZDI1OTctN2Q5YS00OGNiLWIyMmUtYWM4ZGFjYWYyYzJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg
1254	Girl with a Pearl Earring	https://www.imdb.com/title/tt0335119/	2003	PG	['Biography', ' Drama', ' Romance']	100.0	72.0	6.9	A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.	Peter Webber	['Scarlett Johansson', 'Colin Firth', 'Tom Wilkinson', 'Judy Parfitt']	79923.0	11630000.0	https://m.media-amazon.com/images/M/MV5BOTU3NTg5NDYtNWNkMC00ODZiLTljZjQtNjZhNjlhNjZiNDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1255	Hulk	https://www.imdb.com/title/tt0286716/	2003	PG	['Action', ' Sci-Fi']	138.0	54.0	5.6	Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.	Ang Lee	['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas']	271849.0	132180000.0	https://m.media-amazon.com/images/M/MV5BMzQwZDg1MGEtN2E5My00ZDJlLWI4MzItM2U2MjJhYzlkNmEzXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_UY209_CR1,0,140,209_AL_.jpg
1256	The Man Who Wasn't There	https://www.imdb.com/title/tt0243133/	2001	NC16	['Crime', ' Drama']	116.0	73.0	7.5	A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.	Joel Coen	['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco', 'James Gandolfini']	111517.0	7490000.0	https://m.media-amazon.com/images/M/MV5BYjEwMGZkYTgtMTA5Ny00OWFhLTgzMWItYjhhMWUxYTIxNDgwXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX140_CR0,0,140,209_AL_.jpg
1257	The Scorpion King	https://www.imdb.com/title/tt0277296/	2002	PG	['Action', ' Adventure', ' Fantasy']	92.0	45.0	5.5	A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.	Chuck Russell	['Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan', 'Kelly Hu']	141338.0	91050000.0	https://m.media-amazon.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_UY209_CR0,0,140,209_AL_.jpg
1258	Van Helsing	https://www.imdb.com/title/tt0338526/	2004	PG	['Action', ' Adventure', ' Fantasy']	131.0	35.0	6.0	The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.	Stephen Sommers	['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'Shuler Hensley']	272860.0	120180000.0	https://m.media-amazon.com/images/M/MV5BODRmY2NhNDItOWViNi00OTIyLTk3YjYtYzY0YTFlMDg1YzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR2,0,140,209_AL_.jpg
1259	Confessions of a Dangerous Mind	https://www.imdb.com/title/tt0270288/	2002	R(A)	['Biography', ' Comedy', ' Crime']	113.0	67.0	7.0	An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.	George Clooney	['Sam Rockwell', 'Drew Barrymore', 'George Clooney', 'Julia Roberts']	89838.0	16000000.0	https://m.media-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg
1260	S.W.A.T.	https://www.imdb.com/title/tt0257076/	2003	PG	['Action', ' Adventure', ' Crime']	117.0	45.0	6.0	An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.	Clark Johnson	['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'LL Cool J']	150315.0	116930000.0	https://m.media-amazon.com/images/M/MV5BMTVkMzllYjUtOTM2My00Y2QxLWI5Y2UtN2RlN2EyMTk2ZjQ5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg
1261	Secondhand Lions	https://www.imdb.com/title/tt0327137/	2003	PG	['Comedy', ' Drama', ' Family']	111.0	52.0	7.5	A coming-of-age story about a shy young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas.	Tim McCanlies	['Haley Joel Osment', 'Michael Caine', 'Robert Duvall', 'Kyra Sedgwick']	59012.0	41410000.0	https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY209_CR2,0,140,209_AL_.jpg
1262	Tuck Everlasting	https://www.imdb.com/title/tt0283084/	2002	PG	['Drama', ' Family', ' Fantasy']	90.0	66.0	6.6	A young woman meets and falls in love with a young man who is part of a family of immortals.	Jay Russell	['Alexis Bledel', 'Jonathan Jackson', 'Sissy Spacek', 'William Hurt']	24512.0	19160000.0	https://m.media-amazon.com/images/M/MV5BYmU2NjI0ZTktM2E2Ni00YTMxLTg2NDMtMmIyYTQ4NTY0MWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1263	Insomnia	https://www.imdb.com/title/tt0278504/	2002	NC16	['Drama', ' Mystery', ' Thriller']	118.0	78.0	7.2	Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.	Christopher Nolan	['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan']	301201.0	67360000.0	https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
1264	National Lampoon's Van Wilder	https://www.imdb.com/title/tt0283111/	2002	M18	['Comedy', ' Romance']	92.0	26.0	6.4	The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.	Walt Becker	['Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn']	112025.0	21010000.0	https://m.media-amazon.com/images/M/MV5BMTM4YjQxYzAtNzAyNy00Zjk1LTk4ZTMtNTUwNTBjMWY1M2IwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1265	Peter Pan	https://www.imdb.com/title/tt0316396/	2003	PG	['Adventure', ' Family', ' Fantasy']	113.0	64.0	6.8	The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.	P.J. Hogan	['Jeremy Sumpter', 'Jason Isaacs', 'Olivia Williams', 'Lynn Redgrave']	75421.0	48460000.0	https://m.media-amazon.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_UY209_CR2,0,140,209_AL_.jpg
1266	The Rundown	https://www.imdb.com/title/tt0327850/	2003	PG	['Action', ' Adventure', ' Comedy']	104.0	59.0	6.6	A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.	Peter Berg	['Dwayne Johnson', 'Seann William Scott', 'Christopher Walken', 'Rosario Dawson']	109624.0	47730000.0	https://m.media-amazon.com/images/M/MV5BMWU3ZDYxZjMtZmYyOS00NWQyLTk1MmItNDg4ZWM2ZGQxOTNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg
1267	The Transporter	https://www.imdb.com/title/tt0293662/	2002	PG	['Action', ' Crime', ' Thriller']	92.0	51.0	6.8	"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise."	Louis Leterrier	['Corey Yuen', 'Jason Statham', 'Shu Qi', 'Matt Schulze', 'François Berléand']	309292.0	25300000.0	https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_UY209_CR2,0,140,209_AL_.jpg
1268	Identity	https://www.imdb.com/title/tt0309698/	2003	NC16	['Mystery', ' Thriller']	90.0	64.0	7.3	Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.	James Mangold	['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes']	254750.0	52160000.0	https://m.media-amazon.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1_UX140_CR0,0,140,209_AL_.jpg
1269	The Life of David Gale	https://www.imdb.com/title/tt0289992/	2003	M18	['Crime', ' Drama', ' Thriller']	130.0	31.0	7.5	A man against capital punishment is accused of murdering a fellow activist and is sent to death row.	Alan Parker	['Kevin Spacey', 'Kate Winslet', 'Laura Linney', 'Cleo King']	122684.0	19590000.0	https://m.media-amazon.com/images/M/MV5BMTAxMzU0NTgxNzZeQTJeQWpwZ15BbWU2MDQzNDkxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg
1270	A Walk to Remember	https://www.imdb.com/title/tt0281358/	2002	PG	['Drama', ' Romance']	101.0	35.0	7.3	Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.	Adam Shankman	['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah']	214804.0	41280000.0	https://m.media-amazon.com/images/M/MV5BMzU3NTYxM2MtNjViMS00YmNlLWEwM2MtYWI2MzgzNTkxODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg
1271	Jeux d'enfants	https://www.imdb.com/title/tt0364517/	2003	M18	['Comedy', ' Drama', ' Romance']	93.0	45.0	7.5	As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.	Yann Samuell	['Guillaume Canet', 'Marion Cotillard', 'Thibault Verhaeghe', 'Joséphine Lebas-Joly']	71107.0	550000.0	https://m.media-amazon.com/images/M/MV5BZjZhYmFmZGYtNGQ1MC00YTBlLWJmNjMtYTM4ZjRkMTgxMWIxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX140_CR0,0,140,209_AL_.jpg
1272	The Notebook	https://www.imdb.com/title/tt0332280/	2004	NC16	['Drama', ' Romance']	123.0	53.0	7.8	A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.	Nick Cassavetes	['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']	584409.0	81000000.0	https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_UY209_CR0,0,140,209_AL_.jpg
